review_id,date,department,rating,review_text,sentiment_score,sentiment_label
294,2024-06-03,Concierge,4,Breakfast selection was excellent and fresh regarding concierge. Overall a decent trip.,1.0,Positive
43,2024-06-05,Spa & Wellness,3,"Service was acceptable, no major issues regarding spa & wellness. Thank you to the team.",0.0,Neutral
406,2024-06-07,Spa & Wellness,4,Check-in was fast and seamless regarding spa & wellness. Overall a decent trip.,1.0,Positive
441,2024-06-08,Housekeeping,4,Room was spotless and beautifully maintained regarding housekeeping. Overall a decent trip.,1.0,Positive
210,2024-06-09,Spa & Wellness,2,Noise from the hallway disturbed our sleep regarding spa & wellness.,-1.0,Negative
220,2024-06-09,F&B / Restaurant,4,Loved the attention to detail in the room regarding f&b / restaurant. Thank you to the team.,1.0,Positive
231,2024-06-09,Spa & Wellness,5,Concierge went above and beyond to help us regarding spa & wellness.,0.0,Neutral
496,2024-06-10,Spa & Wellness,4,Check-in was fast and seamless regarding spa & wellness. Thank you to the team.,1.0,Positive
443,2024-06-10,Spa & Wellness,5,"Beautiful property, exceeded our expectations regarding spa & wellness. Will definitely consider staying again.",1.0,Positive
113,2024-06-10,Spa & Wellness,5,"Beautiful property, exceeded our expectations regarding spa & wellness. Thank you to the team.",1.0,Positive
383,2024-06-11,Concierge,5,Room was spotless and beautifully maintained regarding concierge. Overall a decent trip.,1.0,Positive
196,2024-06-12,Housekeeping,4,The staff was incredibly friendly and helpful regarding housekeeping.,1.0,Positive
88,2024-06-13,F&B / Restaurant,5,Room was spotless and beautifully maintained regarding f&b / restaurant.,1.0,Positive
103,2024-06-15,Housekeeping,3,"Average experience overall, met basic expectations regarding housekeeping. Would recommend to others.",1.0,Positive
509,2024-06-15,F&B / Restaurant,4,Breakfast selection was excellent and fresh regarding f&b / restaurant. Will definitely consider staying again.,1.0,Positive
125,2024-06-15,Front Desk,1,Billing error took days to resolve regarding front desk. Thank you to the team.,0.0,Neutral
151,2024-06-16,Concierge,5,"Quick response to our requests, very efficient regarding concierge. Thank you to the team.",1.0,Positive
73,2024-06-16,Concierge,5,Room was spotless and beautifully maintained regarding concierge. Would recommend to others.,1.0,Positive
436,2024-06-17,Front Desk,4,The spa treatment was relaxing and professional regarding front desk. Overall a decent trip.,1.0,Positive
419,2024-06-17,Concierge,3,"Stay was fine, nothing particularly memorable regarding concierge. Thank you to the team.",1.0,Positive
468,2024-06-18,Front Desk,5,Staff greeted us warmly every single day regarding front desk. Will definitely consider staying again.,1.0,Positive
568,2024-06-18,Concierge,4,Room was spotless and beautifully maintained regarding concierge. Thank you to the team.,1.0,Positive
414,2024-06-18,Housekeeping,3,"Service was acceptable, no major issues regarding housekeeping. Would recommend to others.",0.0,Neutral
8,2024-06-19,Front Desk,5,Room was spotless and beautifully maintained regarding front desk. Overall a decent trip.,1.0,Positive
150,2024-06-19,Front Desk,5,Room was spotless and beautifully maintained regarding front desk. Would recommend to others.,1.0,Positive
456,2024-06-19,F&B / Restaurant,5,"Quick response to our requests, very efficient regarding f&b / restaurant.",1.0,Positive
226,2024-06-19,Front Desk,5,"Beautiful property, exceeded our expectations regarding front desk.",1.0,Positive
218,2024-06-20,Front Desk,4,Staff greeted us warmly every single day regarding front desk. Would recommend to others.,1.0,Positive
3,2024-06-20,F&B / Restaurant,3,"Location was convenient, hotel was as described regarding f&b / restaurant.",0.0,Neutral
547,2024-06-20,Housekeeping,1,Requested items never arrived at our room regarding housekeeping. Thank you to the team.,0.0,Neutral
559,2024-06-20,Housekeeping,5,Room was spotless and beautifully maintained regarding housekeeping. Thank you to the team.,1.0,Positive
170,2024-06-21,F&B / Restaurant,4,Staff greeted us warmly every single day regarding f&b / restaurant. Thank you to the team.,1.0,Positive
560,2024-06-21,Spa & Wellness,5,Loved the attention to detail in the room regarding spa & wellness.,1.0,Positive
14,2024-06-22,Concierge,3,"Stay was fine, nothing particularly memorable regarding concierge. Thank you to the team.",1.0,Positive
107,2024-06-26,Front Desk,5,Loved the attention to detail in the room regarding front desk.,1.0,Positive
570,2024-06-27,Concierge,4,Staff greeted us warmly every single day regarding concierge. Would recommend to others.,1.0,Positive
556,2024-06-27,Housekeeping,4,Breakfast selection was excellent and fresh regarding housekeeping. Thank you to the team.,1.0,Positive
195,2024-06-27,F&B / Restaurant,5,The spa treatment was relaxing and professional regarding f&b / restaurant.,1.0,Positive
240,2024-06-27,Spa & Wellness,2,Air conditioning was not working properly regarding spa & wellness.,-1.0,Negative
203,2024-06-27,F&B / Restaurant,1,Long wait times at the restaurant regarding f&b / restaurant.,-1.0,Negative
154,2024-06-28,Front Desk,3,"Room was okay, standard hotel amenities regarding front desk. Thank you to the team.",1.0,Positive
149,2024-06-29,Front Desk,2,Staff seemed inattentive and slow to respond regarding front desk. Would recommend to others.,-0.333,Negative
403,2024-06-30,Housekeeping,4,"Quick response to our requests, very efficient regarding housekeeping. Would recommend to others.",1.0,Positive
479,2024-07-01,Spa & Wellness,3,"Average experience overall, met basic expectations regarding spa & wellness. Thank you to the team.",1.0,Positive
424,2024-07-02,F&B / Restaurant,5,"Beautiful property, exceeded our expectations regarding f&b / restaurant.",1.0,Positive
246,2024-07-02,F&B / Restaurant,1,Billing error took days to resolve regarding f&b / restaurant. Overall a decent trip.,-1.0,Negative
224,2024-07-04,Front Desk,4,Staff greeted us warmly every single day regarding front desk. Overall a decent trip.,1.0,Positive
200,2024-07-04,Concierge,5,The staff was incredibly friendly and helpful regarding concierge. Overall a decent trip.,1.0,Positive
427,2024-07-04,Spa & Wellness,4,Loved the attention to detail in the room regarding spa & wellness. Will definitely consider staying again.,1.0,Positive
455,2024-07-05,F&B / Restaurant,3,"Average experience overall, met basic expectations regarding f&b / restaurant. Thank you to the team.",1.0,Positive
347,2024-07-05,Housekeeping,2,Room was not properly cleaned upon arrival regarding housekeeping. Overall a decent trip.,-1.0,Negative
153,2024-07-05,Housekeeping,3,"Location was convenient, hotel was as described regarding housekeeping. Thank you to the team.",1.0,Positive
480,2024-07-06,Spa & Wellness,3,"Stay was fine, nothing particularly memorable regarding spa & wellness. Thank you to the team.",1.0,Positive
9,2024-07-07,Concierge,3,"Location was convenient, hotel was as described regarding concierge. Will definitely consider staying again.",0.0,Neutral
318,2024-07-07,Concierge,3,"Service was acceptable, no major issues regarding concierge.",-1.0,Negative
500,2024-07-07,Spa & Wellness,4,Staff greeted us warmly every single day regarding spa & wellness. Would recommend to others.,1.0,Positive
298,2024-07-09,Housekeeping,3,"Location was convenient, hotel was as described regarding housekeeping. Will definitely consider staying again.",0.0,Neutral
387,2024-07-10,Housekeeping,5,Check-in was fast and seamless regarding housekeeping. Would recommend to others.,1.0,Positive
75,2024-07-11,Front Desk,3,"Service was acceptable, no major issues regarding front desk. Thank you to the team.",0.0,Neutral
564,2024-07-12,Spa & Wellness,2,Requested items never arrived at our room regarding spa & wellness.,-1.0,Negative
311,2024-07-12,Front Desk,5,Breakfast selection was excellent and fresh regarding front desk. Thank you to the team.,1.0,Positive
551,2024-07-13,Concierge,5,Check-in was fast and seamless regarding concierge.,1.0,Positive
152,2024-07-13,Concierge,4,Breakfast selection was excellent and fresh regarding concierge. Would recommend to others.,1.0,Positive
33,2024-07-13,Housekeeping,5,Staff greeted us warmly every single day regarding housekeeping.,1.0,Positive
444,2024-07-14,Front Desk,5,Check-in was fast and seamless regarding front desk.,1.0,Positive
522,2024-07-17,Front Desk,4,The staff was incredibly friendly and helpful regarding front desk. Would recommend to others.,1.0,Positive
552,2024-07-18,Front Desk,1,Room was not properly cleaned upon arrival regarding front desk.,-1.0,Negative
223,2024-07-19,Concierge,5,The spa treatment was relaxing and professional regarding concierge. Will definitely consider staying again.,1.0,Positive
267,2024-07-19,Spa & Wellness,3,"Service was acceptable, no major issues regarding spa & wellness.",-1.0,Negative
373,2024-07-19,Concierge,4,Loved the attention to detail in the room regarding concierge. Will definitely consider staying again.,1.0,Positive
28,2024-07-19,Front Desk,2,Noise from the hallway disturbed our sleep regarding front desk. Will definitely consider staying again.,-1.0,Negative
487,2024-07-20,F&B / Restaurant,4,The staff was incredibly friendly and helpful regarding f&b / restaurant.,1.0,Positive
544,2024-07-20,Concierge,1,Check-in took far too long and felt disorganized regarding concierge. Will definitely consider staying again.,-1.0,Negative
566,2024-07-22,Spa & Wellness,4,Concierge went above and beyond to help us regarding spa & wellness. Overall a decent trip.,0.0,Neutral
501,2024-07-23,Concierge,4,The spa treatment was relaxing and professional regarding concierge. Thank you to the team.,1.0,Positive
574,2024-07-23,Spa & Wellness,3,"Room was okay, standard hotel amenities regarding spa & wellness. Will definitely consider staying again.",0.0,Neutral
299,2024-07-23,Spa & Wellness,4,Check-in was fast and seamless regarding spa & wellness.,1.0,Positive
142,2024-07-23,Housekeeping,1,Staff seemed inattentive and slow to respond regarding housekeeping. Overall a decent trip.,-1.0,Negative
474,2024-07-23,Front Desk,3,"Location was convenient, hotel was as described regarding front desk. Will definitely consider staying again.",0.0,Neutral
245,2024-07-25,Front Desk,3,"Stay was fine, nothing particularly memorable regarding front desk.",0.0,Neutral
593,2024-07-25,F&B / Restaurant,1,Requested items never arrived at our room regarding f&b / restaurant. Thank you to the team.,0.0,Neutral
26,2024-07-27,Front Desk,2,Towels and toiletries were not restocked regarding front desk. Overall a decent trip.,-1.0,Negative
67,2024-07-28,Spa & Wellness,2,Requested items never arrived at our room regarding spa & wellness. Would recommend to others.,0.0,Neutral
99,2024-07-29,Concierge,5,Room was spotless and beautifully maintained regarding concierge. Would recommend to others.,1.0,Positive
538,2024-07-30,Housekeeping,1,Room was not properly cleaned upon arrival regarding housekeeping. Will definitely consider staying again.,-1.0,Negative
212,2024-07-30,Front Desk,3,"Location was convenient, hotel was as described regarding front desk. Thank you to the team.",1.0,Positive
491,2024-07-30,Spa & Wellness,5,The staff was incredibly friendly and helpful regarding spa & wellness.,1.0,Positive
569,2024-08-01,F&B / Restaurant,4,The spa treatment was relaxing and professional regarding f&b / restaurant. Thank you to the team.,1.0,Positive
143,2024-08-01,Concierge,3,"Service was acceptable, no major issues regarding concierge. Would recommend to others.",0.0,Neutral
430,2024-08-02,Housekeeping,2,Room was not properly cleaned upon arrival regarding housekeeping. Thank you to the team.,0.0,Neutral
466,2024-08-02,Front Desk,4,Concierge went above and beyond to help us regarding front desk. Overall a decent trip.,0.0,Neutral
507,2024-08-02,Concierge,4,Check-in was fast and seamless regarding concierge.,1.0,Positive
389,2024-08-03,Housekeeping,5,Staff greeted us warmly every single day regarding housekeeping.,1.0,Positive
18,2024-08-03,Concierge,4,Loved the attention to detail in the room regarding concierge.,1.0,Positive
252,2024-08-03,Spa & Wellness,3,"Average experience overall, met basic expectations regarding spa & wellness. Thank you to the team.",1.0,Positive
533,2024-08-04,Concierge,2,Room was not properly cleaned upon arrival regarding concierge.,-1.0,Negative
32,2024-08-04,F&B / Restaurant,1,Billing error took days to resolve regarding f&b / restaurant. Will definitely consider staying again.,-1.0,Negative
310,2024-08-04,Housekeeping,5,Loved the attention to detail in the room regarding housekeeping. Will definitely consider staying again.,1.0,Positive
472,2024-08-04,Housekeeping,4,The staff was incredibly friendly and helpful regarding housekeeping. Will definitely consider staying again.,1.0,Positive
91,2024-08-04,Housekeeping,5,Staff greeted us warmly every single day regarding housekeeping.,1.0,Positive
202,2024-08-05,F&B / Restaurant,2,Breakfast was cold and options were limited regarding f&b / restaurant.,-1.0,Negative
77,2024-08-05,Spa & Wellness,4,Check-in was fast and seamless regarding spa & wellness.,1.0,Positive
49,2024-08-05,F&B / Restaurant,2,Staff seemed inattentive and slow to respond regarding f&b / restaurant. Thank you to the team.,-0.333,Negative
596,2024-08-05,Spa & Wellness,3,"Stay was fine, nothing particularly memorable regarding spa & wellness. Thank you to the team.",1.0,Positive
292,2024-08-05,Housekeeping,3,"Average experience overall, met basic expectations regarding housekeeping.",0.0,Neutral
367,2024-08-06,Front Desk,4,The spa treatment was relaxing and professional regarding front desk.,1.0,Positive
324,2024-08-08,Front Desk,5,Staff greeted us warmly every single day regarding front desk. Would recommend to others.,1.0,Positive
255,2024-08-09,Housekeeping,1,Noise from the hallway disturbed our sleep regarding housekeeping. Would recommend to others.,-0.333,Negative
549,2024-08-09,Spa & Wellness,4,The staff was incredibly friendly and helpful regarding spa & wellness. Overall a decent trip.,1.0,Positive
439,2024-08-10,F&B / Restaurant,3,"Stay was fine, nothing particularly memorable regarding f&b / restaurant.",0.0,Neutral
558,2024-08-12,F&B / Restaurant,5,The spa treatment was relaxing and professional regarding f&b / restaurant.,1.0,Positive
589,2024-08-13,Front Desk,1,Staff seemed inattentive and slow to respond regarding front desk. Overall a decent trip.,-1.0,Negative
398,2024-08-13,Housekeeping,3,"Average experience overall, met basic expectations regarding housekeeping. Will definitely consider staying again.",0.0,Neutral
475,2024-08-14,F&B / Restaurant,2,Staff seemed inattentive and slow to respond regarding f&b / restaurant. Thank you to the team.,-0.333,Negative
238,2024-08-14,F&B / Restaurant,3,"Location was convenient, hotel was as described regarding f&b / restaurant. Thank you to the team.",1.0,Positive
162,2024-08-15,F&B / Restaurant,2,Staff seemed inattentive and slow to respond regarding f&b / restaurant. Overall a decent trip.,-1.0,Negative
135,2024-08-15,F&B / Restaurant,2,Room was not properly cleaned upon arrival regarding f&b / restaurant. Will definitely consider staying again.,-1.0,Negative
452,2024-08-16,Front Desk,5,Staff greeted us warmly every single day regarding front desk.,1.0,Positive
461,2024-08-16,Housekeeping,4,Loved the attention to detail in the room regarding housekeeping.,1.0,Positive
580,2024-08-17,Concierge,4,"Quick response to our requests, very efficient regarding concierge. Will definitely consider staying again.",1.0,Positive
594,2024-08-17,F&B / Restaurant,3,"Room was okay, standard hotel amenities regarding f&b / restaurant. Will definitely consider staying again.",0.0,Neutral
157,2024-08-18,Housekeeping,5,Room was spotless and beautifully maintained regarding housekeeping. Overall a decent trip.,1.0,Positive
72,2024-08-19,F&B / Restaurant,5,Staff greeted us warmly every single day regarding f&b / restaurant.,1.0,Positive
450,2024-08-19,F&B / Restaurant,5,"Quick response to our requests, very efficient regarding f&b / restaurant. Will definitely consider staying again.",1.0,Positive
291,2024-08-20,F&B / Restaurant,5,"Quick response to our requests, very efficient regarding f&b / restaurant. Thank you to the team.",1.0,Positive
192,2024-08-20,Concierge,5,The spa treatment was relaxing and professional regarding concierge. Thank you to the team.,1.0,Positive
401,2024-08-20,Front Desk,3,"Service was acceptable, no major issues regarding front desk.",-1.0,Negative
144,2024-08-20,Housekeeping,4,Concierge went above and beyond to help us regarding housekeeping. Will definitely consider staying again.,0.0,Neutral
89,2024-08-20,Spa & Wellness,3,"Room was okay, standard hotel amenities regarding spa & wellness.",0.0,Neutral
52,2024-08-20,Concierge,4,Check-in was fast and seamless regarding concierge. Overall a decent trip.,1.0,Positive
459,2024-08-21,F&B / Restaurant,4,Concierge went above and beyond to help us regarding f&b / restaurant. Will definitely consider staying again.,0.0,Neutral
378,2024-08-22,Concierge,3,"Service was acceptable, no major issues regarding concierge. Will definitely consider staying again.",-1.0,Negative
269,2024-08-22,F&B / Restaurant,2,Air conditioning was not working properly regarding f&b / restaurant. Thank you to the team.,0.0,Neutral
136,2024-08-22,Front Desk,3,"Location was convenient, hotel was as described regarding front desk. Overall a decent trip.",0.0,Neutral
60,2024-08-23,F&B / Restaurant,2,Breakfast was cold and options were limited regarding f&b / restaurant.,-1.0,Negative
208,2024-08-24,F&B / Restaurant,2,Noise from the hallway disturbed our sleep regarding f&b / restaurant. Overall a decent trip.,-1.0,Negative
396,2024-08-24,Housekeeping,5,Breakfast selection was excellent and fresh regarding housekeeping. Would recommend to others.,1.0,Positive
504,2024-08-26,F&B / Restaurant,3,"Stay was fine, nothing particularly memorable regarding f&b / restaurant.",0.0,Neutral
410,2024-08-27,Spa & Wellness,3,"Average experience overall, met basic expectations regarding spa & wellness. Would recommend to others.",1.0,Positive
572,2024-08-27,Housekeeping,4,Staff greeted us warmly every single day regarding housekeeping. Overall a decent trip.,1.0,Positive
288,2024-08-28,Housekeeping,5,"Beautiful property, exceeded our expectations regarding housekeeping. Would recommend to others.",1.0,Positive
279,2024-08-28,Concierge,3,"Service was acceptable, no major issues regarding concierge.",-1.0,Negative
65,2024-08-30,Spa & Wellness,3,"Average experience overall, met basic expectations regarding spa & wellness. Would recommend to others.",1.0,Positive
420,2024-09-03,Spa & Wellness,2,Noise from the hallway disturbed our sleep regarding spa & wellness. Would recommend to others.,-0.333,Negative
513,2024-09-03,Housekeeping,5,"Quick response to our requests, very efficient regarding housekeeping. Overall a decent trip.",1.0,Positive
19,2024-09-04,F&B / Restaurant,3,"Service was acceptable, no major issues regarding f&b / restaurant. Overall a decent trip.",-1.0,Negative
445,2024-09-04,Front Desk,5,Breakfast selection was excellent and fresh regarding front desk. Will definitely consider staying again.,1.0,Positive
423,2024-09-05,F&B / Restaurant,3,"Location was convenient, hotel was as described regarding f&b / restaurant. Will definitely consider staying again.",0.0,Neutral
98,2024-09-05,Housekeeping,4,"Beautiful property, exceeded our expectations regarding housekeeping. Will definitely consider staying again.",1.0,Positive
562,2024-09-05,Spa & Wellness,1,Check-in took far too long and felt disorganized regarding spa & wellness. Would recommend to others.,-0.333,Negative
561,2024-09-08,Concierge,4,Check-in was fast and seamless regarding concierge. Overall a decent trip.,1.0,Positive
185,2024-09-08,Housekeeping,4,The staff was incredibly friendly and helpful regarding housekeeping. Thank you to the team.,1.0,Positive
272,2024-09-08,Concierge,4,The spa treatment was relaxing and professional regarding concierge. Overall a decent trip.,1.0,Positive
325,2024-09-10,Front Desk,1,Long wait times at the restaurant regarding front desk.,-1.0,Negative
320,2024-09-11,Housekeeping,2,Long wait times at the restaurant regarding housekeeping. Would recommend to others.,-0.333,Negative
514,2024-09-11,Spa & Wellness,1,Towels and toiletries were not restocked regarding spa & wellness. Thank you to the team.,-0.333,Negative
412,2024-09-12,Housekeeping,4,"Quick response to our requests, very efficient regarding housekeeping.",1.0,Positive
435,2024-09-12,Spa & Wellness,1,Check-in took far too long and felt disorganized regarding spa & wellness.,-1.0,Negative
528,2024-09-13,Front Desk,5,Staff greeted us warmly every single day regarding front desk. Thank you to the team.,1.0,Positive
499,2024-09-14,Spa & Wellness,3,"Room was okay, standard hotel amenities regarding spa & wellness. Thank you to the team.",1.0,Positive
217,2024-09-14,Spa & Wellness,2,Room was not properly cleaned upon arrival regarding spa & wellness. Would recommend to others.,0.0,Neutral
141,2024-09-15,F&B / Restaurant,3,"Location was convenient, hotel was as described regarding f&b / restaurant.",0.0,Neutral
109,2024-09-15,Housekeeping,5,Loved the attention to detail in the room regarding housekeeping. Thank you to the team.,1.0,Positive
191,2024-09-15,Housekeeping,3,"Average experience overall, met basic expectations regarding housekeeping. Will definitely consider staying again.",0.0,Neutral
386,2024-09-16,Spa & Wellness,2,Billing error took days to resolve regarding spa & wellness. Would recommend to others.,0.0,Neutral
578,2024-09-17,Front Desk,3,"Average experience overall, met basic expectations regarding front desk. Thank you to the team.",1.0,Positive
27,2024-09-18,Front Desk,4,Breakfast selection was excellent and fresh regarding front desk. Would recommend to others.,1.0,Positive
508,2024-09-19,Housekeeping,5,Concierge went above and beyond to help us regarding housekeeping. Would recommend to others.,1.0,Positive
265,2024-09-19,Spa & Wellness,4,Staff greeted us warmly every single day regarding spa & wellness. Would recommend to others.,1.0,Positive
433,2024-09-20,Concierge,4,Staff greeted us warmly every single day regarding concierge.,1.0,Positive
11,2024-09-20,Front Desk,3,"Location was convenient, hotel was as described regarding front desk. Would recommend to others.",1.0,Positive
546,2024-09-21,Spa & Wellness,5,Breakfast selection was excellent and fresh regarding spa & wellness.,1.0,Positive
426,2024-09-22,Spa & Wellness,2,Air conditioning was not working properly regarding spa & wellness. Thank you to the team.,0.0,Neutral
391,2024-09-22,Spa & Wellness,5,Concierge went above and beyond to help us regarding spa & wellness. Would recommend to others.,1.0,Positive
282,2024-09-24,F&B / Restaurant,2,Long wait times at the restaurant regarding f&b / restaurant. Overall a decent trip.,-1.0,Negative
287,2024-09-24,F&B / Restaurant,5,Check-in was fast and seamless regarding f&b / restaurant. Thank you to the team.,1.0,Positive
315,2024-09-24,Spa & Wellness,3,"Room was okay, standard hotel amenities regarding spa & wellness. Overall a decent trip.",0.0,Neutral
484,2024-09-25,F&B / Restaurant,4,Check-in was fast and seamless regarding f&b / restaurant. Will definitely consider staying again.,1.0,Positive
356,2024-09-25,Front Desk,4,"Beautiful property, exceeded our expectations regarding front desk.",1.0,Positive
526,2024-09-25,Front Desk,5,Staff greeted us warmly every single day regarding front desk. Will definitely consider staying again.,1.0,Positive
545,2024-09-26,Housekeeping,2,Billing error took days to resolve regarding housekeeping.,-1.0,Negative
80,2024-09-27,F&B / Restaurant,4,Room was spotless and beautifully maintained regarding f&b / restaurant. Overall a decent trip.,1.0,Positive
133,2024-09-28,Front Desk,1,Room was not properly cleaned upon arrival regarding front desk. Overall a decent trip.,-1.0,Negative
301,2024-09-29,Spa & Wellness,4,Room was spotless and beautifully maintained regarding spa & wellness. Would recommend to others.,1.0,Positive
242,2024-09-30,Spa & Wellness,1,Breakfast was cold and options were limited regarding spa & wellness. Overall a decent trip.,-1.0,Negative
518,2024-09-30,Concierge,5,Loved the attention to detail in the room regarding concierge.,1.0,Positive
329,2024-10-01,Concierge,4,Check-in was fast and seamless regarding concierge.,1.0,Positive
482,2024-10-02,F&B / Restaurant,2,Long wait times at the restaurant regarding f&b / restaurant. Would recommend to others.,-0.333,Negative
481,2024-10-02,F&B / Restaurant,3,"Room was okay, standard hotel amenities regarding f&b / restaurant. Will definitely consider staying again.",0.0,Neutral
209,2024-10-02,Spa & Wellness,3,"Average experience overall, met basic expectations regarding spa & wellness. Thank you to the team.",1.0,Positive
344,2024-10-03,Housekeeping,2,Billing error took days to resolve regarding housekeeping. Would recommend to others.,0.0,Neutral
249,2024-10-03,Front Desk,4,"Beautiful property, exceeded our expectations regarding front desk. Thank you to the team.",1.0,Positive
186,2024-10-03,Spa & Wellness,5,Check-in was fast and seamless regarding spa & wellness. Thank you to the team.,1.0,Positive
339,2024-10-05,Concierge,5,Breakfast selection was excellent and fresh regarding concierge. Overall a decent trip.,1.0,Positive
247,2024-10-05,Housekeeping,5,Concierge went above and beyond to help us regarding housekeeping. Would recommend to others.,1.0,Positive
221,2024-10-06,Spa & Wellness,5,Room was spotless and beautifully maintained regarding spa & wellness. Overall a decent trip.,1.0,Positive
586,2024-10-07,Front Desk,2,Noise from the hallway disturbed our sleep regarding front desk.,-1.0,Negative
323,2024-10-08,Concierge,5,Concierge went above and beyond to help us regarding concierge.,0.0,Neutral
126,2024-10-08,Spa & Wellness,5,The staff was incredibly friendly and helpful regarding spa & wellness. Overall a decent trip.,1.0,Positive
228,2024-10-09,Housekeeping,5,The staff was incredibly friendly and helpful regarding housekeeping. Thank you to the team.,1.0,Positive
405,2024-10-09,Housekeeping,1,Air conditioning was not working properly regarding housekeeping. Will definitely consider staying again.,-1.0,Negative
316,2024-10-09,Concierge,2,Staff seemed inattentive and slow to respond regarding concierge. Overall a decent trip.,-1.0,Negative
394,2024-10-09,Concierge,1,Check-in took far too long and felt disorganized regarding concierge.,-1.0,Negative
254,2024-10-10,F&B / Restaurant,4,"Beautiful property, exceeded our expectations regarding f&b / restaurant. Thank you to the team.",1.0,Positive
146,2024-10-10,Housekeeping,5,Concierge went above and beyond to help us regarding housekeeping. Would recommend to others.,1.0,Positive
415,2024-10-10,Housekeeping,5,Room was spotless and beautifully maintained regarding housekeeping. Thank you to the team.,1.0,Positive
543,2024-10-11,Front Desk,4,Staff greeted us warmly every single day regarding front desk. Thank you to the team.,1.0,Positive
548,2024-10-12,Spa & Wellness,5,"Quick response to our requests, very efficient regarding spa & wellness. Would recommend to others.",1.0,Positive
248,2024-10-13,Spa & Wellness,5,Breakfast selection was excellent and fresh regarding spa & wellness. Would recommend to others.,1.0,Positive
582,2024-10-15,F&B / Restaurant,4,Room was spotless and beautifully maintained regarding f&b / restaurant. Thank you to the team.,1.0,Positive
364,2024-10-16,Housekeeping,5,Loved the attention to detail in the room regarding housekeeping.,1.0,Positive
409,2024-10-16,Housekeeping,2,Billing error took days to resolve regarding housekeeping. Thank you to the team.,0.0,Neutral
110,2024-10-16,Spa & Wellness,5,"Beautiful property, exceeded our expectations regarding spa & wellness. Will definitely consider staying again.",1.0,Positive
176,2024-10-16,Concierge,3,"Service was acceptable, no major issues regarding concierge. Overall a decent trip.",-1.0,Negative
463,2024-10-17,Spa & Wellness,5,Breakfast selection was excellent and fresh regarding spa & wellness.,1.0,Positive
489,2024-10-18,Housekeeping,5,Staff greeted us warmly every single day regarding housekeeping.,1.0,Positive
256,2024-10-19,Front Desk,1,Towels and toiletries were not restocked regarding front desk. Thank you to the team.,-0.333,Negative
123,2024-10-20,Front Desk,2,Staff seemed inattentive and slow to respond regarding front desk. Will definitely consider staying again.,-1.0,Negative
122,2024-10-21,Front Desk,1,Breakfast was cold and options were limited regarding front desk. Overall a decent trip.,-1.0,Negative
417,2024-10-22,Front Desk,2,Long wait times at the restaurant regarding front desk.,-1.0,Negative
296,2024-10-22,F&B / Restaurant,2,Towels and toiletries were not restocked regarding f&b / restaurant. Overall a decent trip.,-1.0,Negative
460,2024-10-22,Concierge,5,Room was spotless and beautifully maintained regarding concierge.,1.0,Positive
35,2024-10-23,Housekeeping,3,"Stay was fine, nothing particularly memorable regarding housekeeping. Thank you to the team.",1.0,Positive
388,2024-10-23,Housekeeping,4,"Beautiful property, exceeded our expectations regarding housekeeping. Thank you to the team.",1.0,Positive
271,2024-10-24,Front Desk,5,Breakfast selection was excellent and fresh regarding front desk. Thank you to the team.,1.0,Positive
69,2024-10-28,F&B / Restaurant,3,"Service was acceptable, no major issues regarding f&b / restaurant.",-1.0,Negative
462,2024-10-28,F&B / Restaurant,4,"Beautiful property, exceeded our expectations regarding f&b / restaurant.",1.0,Positive
201,2024-10-28,F&B / Restaurant,5,The staff was incredibly friendly and helpful regarding f&b / restaurant.,1.0,Positive
97,2024-10-29,Concierge,5,Breakfast selection was excellent and fresh regarding concierge. Thank you to the team.,1.0,Positive
139,2024-10-29,Spa & Wellness,4,The staff was incredibly friendly and helpful regarding spa & wellness. Will definitely consider staying again.,1.0,Positive
84,2024-10-29,Spa & Wellness,3,"Service was acceptable, no major issues regarding spa & wellness. Overall a decent trip.",-1.0,Negative
357,2024-10-30,Front Desk,3,"Stay was fine, nothing particularly memorable regarding front desk. Would recommend to others.",1.0,Positive
66,2024-10-30,Concierge,3,"Average experience overall, met basic expectations regarding concierge.",0.0,Neutral
370,2024-10-30,F&B / Restaurant,3,"Location was convenient, hotel was as described regarding f&b / restaurant. Overall a decent trip.",0.0,Neutral
215,2024-10-30,Spa & Wellness,3,"Stay was fine, nothing particularly memorable regarding spa & wellness.",0.0,Neutral
116,2024-10-30,F&B / Restaurant,2,Room was not properly cleaned upon arrival regarding f&b / restaurant. Thank you to the team.,0.0,Neutral
81,2024-10-31,Concierge,5,"Quick response to our requests, very efficient regarding concierge. Would recommend to others.",1.0,Positive
1,2024-11-01,Concierge,2,Billing error took days to resolve regarding concierge. Overall a decent trip.,-1.0,Negative
197,2024-11-01,Housekeeping,4,Check-in was fast and seamless regarding housekeeping. Overall a decent trip.,1.0,Positive
421,2024-11-01,Housekeeping,4,Loved the attention to detail in the room regarding housekeeping. Would recommend to others.,1.0,Positive
237,2024-11-02,Front Desk,3,"Location was convenient, hotel was as described regarding front desk. Will definitely consider staying again.",0.0,Neutral
486,2024-11-02,Spa & Wellness,4,The staff was incredibly friendly and helpful regarding spa & wellness. Overall a decent trip.,1.0,Positive
381,2024-11-02,Front Desk,5,Loved the attention to detail in the room regarding front desk. Would recommend to others.,1.0,Positive
106,2024-11-04,F&B / Restaurant,5,Room was spotless and beautifully maintained regarding f&b / restaurant.,1.0,Positive
